40 	 3 
81 	 4 
151 	 2 
233 	 3 
390 	 4 
452 	 7 
471 	 10 
524 	 2 
658 	 2 
742 	 7 
872 	 5 
888 	 4 
934 	 2 
951 	 11 
294 	 5 
967 	 6 
420 	 7 
485 	 8 
647 	 20 
149 	 16 
806 	 59 
770 	 23 
1001 	 18 
247 	 26 
431 	 20 
697 	 39 
37 	 18 
898 	 16 
564 	 17 
577 	 20 
921 	 17 
59 	 27 
502 	 36 
163 	 41 
299 	 35 
575 	 32 
104 	 45 
750 	 33 
932 	 38 
563 	 34 
350 	 52 
873 	 40 
980 	 54 
754 	 44 
620 	 52 
640 	 40 
447 	 58 
920 	 44 
942 	 46 
306 	 48 
766 	 51 
1012 	 59 
71 	 50 
404 	 63 
868 	 57 
727 	 53 
286 	 57 
498 	 65 
26 	 66 
81 	 70 
181 	 77 
674 	 64 
651 	 67 
688 	 68 
696 	 67 
889 	 66 
153 	 78 
745 	 69 
281 	 95 
280 	 76 
743 	 78 
820 	 77 
354 	 84 
120 	 89 
727 	 83 
851 	 104 
203 	 86 
615 	 86 
641 	 90 
23 	 85 
81 	 102 
920 	 98 
743 	 89 
576 	 90 
705 	 103 
1012 	 105 
547 	 98 
723 	 95 
59 	 103 
390 	 98 
666 	 109 
585 	 116 
738 	 99 
756 	 104 
149 	 107 
420 	 114 
259 	 107 
891 	 116 
482 	 113 
536 	 106 
352 	 121 
546 	 120 
120 	 138 
208 	 127 
525 	 135 
3 	 126 
1010 	 126 
46 	 133 
282 	 146 
965 	 125 
697 	 134 
434 	 127 
477 	 132 
445 	 131 
791 	 129 
413 	 141 
758 	 137 
30 	 134 
491 	 135 
661 	 137 
173 	 135 
628 	 137 
179 	 145 
775 	 156 
937 	 166 
1005 	 150 
826 	 140 
1 	 140 
868 	 144 
75 	 142 
489 	 142 
593 	 142 
637 	 148 
721 	 157 
983 	 148 
672 	 155 
133 	 167 
506 	 159 
413 	 166 
820 	 157 
56 	 159 
572 	 164 
537 	 159 
46 	 162 
610 	 164 
634 	 204 
64 	 172 
12 	 175 
554 	 183 
685 	 175 
825 	 171 
993 	 173 
492 	 180 
538 	 175 
800 	 181 
50 	 189 
428 	 193 
864 	 192 
1008 	 184 
513 	 204 
577 	 188 
335 	 191 
908 	 197 
178 	 190 
813 	 203 
215 	 192 
271 	 202 
586 	 196 
2 	 196 
551 	 207 
393 	 212 
334 	 204 
726 	 201 
752 	 201 
170 	 210 
694 	 205 
67 	 214 
217 	 209 
232 	 205 
933 	 215 
753 	 207 
1000 	 218 
907 	 217 
420 	 222 
838 	 219 
2 	 219 
289 	 218 
762 	 223 
50 	 224 
793 	 224 
320 	 221 
352 	 222 
179 	 234 
575 	 224 
92 	 237 
257 	 228 
724 	 237 
680 	 229 
564 	 232 
448 	 236 
0 	 234 
511 	 234 
15 	 235 
474 	 270 
673 	 235 
855 	 260 
808 	 252 
836 	 237 
562 	 244 
13 	 242 
118 	 246 
244 	 243 
412 	 249 
573 	 250 
1009 	 253 
190 	 251 
454 	 248 
322 	 262 
978 	 251 
55 	 267 
733 	 253 
404 	 264 
124 	 261 
243 	 259 
534 	 256 
969 	 268 
369 	 271 
677 	 272 
206 	 272 
571 	 294 
763 	 266 
171 	 266 
274 	 269 
289 	 271 
1000 	 278 
634 	 278 
743 	 287 
699 	 277 
783 	 280 
156 	 292 
389 	 287 
303 	 294 
264 	 300 
41 	 294 
703 	 303 
99 	 294 
119 	 294 
894 	 293 
917 	 293 
652 	 298 
942 	 292 
996 	 290 
218 	 297 
5 	 304 
379 	 309 
426 	 301 
973 	 302 
910 	 313 
860 	 319 
155 	 305 
1005 	 304 
405 	 309 
225 	 310 
894 	 310 
248 	 309 
102 	 344 
122 	 319 
352 	 314 
650 	 313 
419 	 318 
491 	 317 
736 	 315 
162 	 327 
929 	 320 
656 	 328 
749 	 321 
189 	 323 
999 	 323 
139 	 327 
205 	 327 
6 	 335 
962 	 324 
448 	 330 
330 	 327 
395 	 328 
328 	 342 
607 	 331 
775 	 328 
781 	 337 
826 	 338 
478 	 335 
911 	 333 
304 	 333 
222 	 337 
724 	 340 
1010 	 345 
54 	 337 
257 	 345 
906 	 339 
929 	 344 
534 	 358 
30 	 346 
795 	 341 
615 	 354 
369 	 364 
957 	 346 
187 	 346 
843 	 357 
972 	 361 
298 	 349 
652 	 350 
228 	 355 
564 	 349 
196 	 355 
433 	 359 
717 	 357 
918 	 365 
418 	 357 
817 	 362 
993 	 358 
471 	 376 
771 	 364 
39 	 369 
287 	 364 
571 	 372 
986 	 368 
752 	 368 
636 	 372 
314 	 375 
993 	 372 
501 	 374 
94 	 374 
166 	 376 
4 	 382 
692 	 383 
619 	 380 
254 	 380 
835 	 382 
53 	 390 
128 	 386 
417 	 391 
859 	 389 
286 	 383 
945 	 392 
376 	 386 
497 	 388 
754 	 397 
151 	 412 
823 	 391 
588 	 390 
1011 	 390 
273 	 403 
366 	 406 
551 	 424 
644 	 399 
721 	 406 
724 	 394 
216 	 415 
782 	 400 
21 	 404 
897 	 401 
980 	 405 
704 	 402 
391 	 406 
328 	 409 
437 	 411 
695 	 407 
618 	 418 
82 	 420 
792 	 436 
924 	 423 
458 	 416 
738 	 426 
403 	 435 
182 	 434 
985 	 427 
581 	 427 
699 	 424 
926 	 450 
752 	 434 
350 	 435 
492 	 445 
232 	 435 
651 	 442 
115 	 443 
68 	 455 
852 	 440 
163 	 442 
444 	 447 
725 	 443 
359 	 446 
774 	 458 
261 	 470 
244 	 450 
188 	 460 
335 	 456 
819 	 454 
865 	 461 
705 	 462 
507 	 463 
398 	 462 
668 	 460 
637 	 481 
885 	 466 
453 	 469 
15 	 480 
806 	 470 
532 	 471 
5 	 470 
683 	 471 
596 	 475 
666 	 475 
282 	 484 
60 	 482 
704 	 476 
82 	 487 
356 	 478 
902 	 487 
386 	 480 
564 	 482 
761 	 493 
548 	 482 
719 	 480 
418 	 501 
442 	 488 
685 	 485 
870 	 483 
179 	 486 
853 	 502 
771 	 490 
993 	 498 
293 	 493 
663 	 501 
218 	 497 
579 	 502 
600 	 499 
518 	 526 
886 	 500 
75 	 528 
152 	 515 
790 	 506 
686 	 506 
197 	 515 
115 	 510 
487 	 512 
925 	 522 
989 	 537 
107 	 514 
771 	 558 
558 	 520 
583 	 518 
707 	 517 
837 	 521 
634 	 531 
265 	 518 
476 	 521 
594 	 519 
231 	 534 
424 	 522 
498 	 520 
384 	 526 
727 	 525 
301 	 544 
864 	 531 
662 	 531 
169 	 548 
356 	 535 
448 	 535 
408 	 538 
378 	 539 
545 	 580 
813 	 548 
881 	 543 
728 	 544 
358 	 543 
666 	 545 
918 	 550 
680 	 546 
325 	 554 
25 	 557 
379 	 558 
359 	 557 
595 	 557 
215 	 567 
437 	 562 
240 	 563 
408 	 584 
827 	 570 
339 	 565 
589 	 571 
713 	 579 
913 	 570 
292 	 564 
619 	 571 
91 	 567 
471 	 567 
65 	 568 
306 	 572 
133 	 594 
867 	 582 
938 	 579 
381 	 575 
1006 	 580 
467 	 581 
893 	 579 
42 	 609 
305 	 592 
993 	 595 
909 	 585 
590 	 613 
456 	 589 
254 	 601 
631 	 610 
838 	 595 
188 	 606 
228 	 600 
387 	 605 
442 	 604 
81 	 613 
827 	 601 
499 	 620 
691 	 616 
788 	 618 
226 	 612 
760 	 618 
859 	 625 
535 	 615 
227 	 623 
326 	 630 
46 	 629 
302 	 622 
35 	 625 
514 	 625 
934 	 626 
144 	 647 
545 	 632 
960 	 643 
825 	 632 
120 	 631 
662 	 632 
882 	 639 
475 	 638 
897 	 638 
187 	 638 
205 	 636 
997 	 651 
235 	 650 
455 	 652 
924 	 643 
482 	 641 
4 	 646 
75 	 651 
89 	 643 
368 	 652 
500 	 650 
110 	 657 
126 	 650 
195 	 657 
586 	 651 
396 	 650 
905 	 654 
708 	 658 
823 	 658 
675 	 660 
22 	 660 
733 	 662 
859 	 662 
49 	 663 
774 	 663 
918 	 663 
167 	 663 
